"","NZDT","Serial.Number","GPS.Heading","GPS.Speed","Heading","Latitude","Longitude","corrected_Heading","variation"
"618",2020-10-16 17:09:45,"002-0009-00199",12,1.154045681,347.7548875,-37.5554864,175.4591398,347.7548875,24.2451125
"619",2020-10-16 17:09:44,"002-0009-00199",19,1.877322375,365.6733699,-37.5554966,175.4591374,5.67336990000001,13.3266301
"620",2020-10-16 17:09:43,"002-0009-00199",9,1.00397398,348.6098104,-37.5555127,175.459131,348.6098104,20.3901896
"621",2020-10-16 17:09:41,"002-0009-00199",5,1.255809663,342.2898923,-37.5555305,175.4591272,342.2898923,22.7101077
"622",2020-10-16 17:09:40,"002-0009-00199",359,1.935479166,336.6677998,-37.5555417,175.4591254,336.6677998,22.3322002
"623",2020-10-16 17:09:39,"002-0009-00199",6,1.30898788,341.6922381,-37.5555591,175.4591252,341.6922381,24.3077619
"624",2020-10-16 17:09:38,"002-0009-00199",1,0.623275677,338.2327655,-37.5555708,175.4591236,338.2327655,22.7672345
"625",2020-10-16 17:09:36,"002-0009-00199",0,1.290536273,341.4025726,-37.555582,175.4591231,341.4025726,18.5974274
"626",2020-10-16 17:09:35,"002-0009-00199",359,0.739691485,340.6975641,-37.5556062,175.4591226,340.6975641,18.3024359
"627",2020-10-16 17:09:33,"002-0009-00199",0,1.479356782,339.4644259,-37.5556195,175.4591227,339.4644259,20.5355741
"628",2020-10-16 17:09:32,"002-0009-00199",1,1.334787024,340.6266249,-37.5556454,175.4591223,340.6266249,20.3733751
"629",2020-10-16 17:09:31,"002-0009-00199",1,1.302460311,340.4827324,-37.5556574,175.4591222,340.4827324,20.5172676
"630",2020-10-16 17:09:30,"002-0009-00199",0,1.268508851,341.5503024,-37.5556691,175.4591216,341.5503024,18.4496976
"631",2020-10-16 17:09:29,"002-0009-00199",358,1.290266066,341.1695252,-37.5556805,175.4591212,341.1695252,16.8304748
"632",2020-10-16 17:09:28,"002-0009-00199",358,1.268142305,340.0597748,-37.5556921,175.4591212,340.0597748,17.9402252
"633",2020-10-16 17:09:27,"002-0009-00199",353,1.28425142,336.3465723,-37.5557035,175.459121,336.3465723,16.6534277
"634",2020-10-16 17:09:26,"002-0009-00199",346,1.410540137,326.5176233,-37.555715,175.4591223,326.5176233,19.4823767
"635",2020-10-16 17:09:25,"002-0009-00199",349,0.646729932,323.8855622,-37.5557273,175.4591262,323.8855622,25.1144378
"636",2020-10-16 17:09:23,"002-0009-00199",359,0.639950019,333.1877408,-37.5557497,175.4591302,333.1877408,25.8122592
"637",2020-10-16 17:09:21,"002-0009-00199",3,1.225552977,336.863436,-37.5557612,175.4591307,336.863436,26.136564
"638",2020-10-16 17:09:20,"002-0009-00199",3,1.259975666,343.4150659,-37.5557722,175.4591299,343.4150659,19.5849341
"639",2020-10-16 17:09:19,"002-0009-00199",359,0.695409335,342.0520767,-37.5557963,175.4591287,342.0520767,16.9479233
"640",2020-10-16 17:09:17,"002-0009-00199",358,1.246893172,335.1937448,-37.5558088,175.4591291,335.1937448,22.8062552
"641",2020-10-16 17:09:16,"002-0009-00199",359,1.190452143,336.608496,-37.55582,175.4591297,336.608496,22.391504
"642",2020-10-16 17:09:15,"002-0009-00199",4,1.306410385,342.1272243,-37.5558408,175.4591294,342.1272243,21.8727757
"643",2020-10-16 17:09:14,"002-0009-00199",2,1.413605849,341.9347927,-37.5558525,175.4591281,341.9347927,20.0652073
"644",2020-10-16 17:09:13,"002-0009-00199",0,1.279173369,336.9941631,-37.5558652,175.4591275,336.9941631,23.0058369
"645",2020-10-16 17:09:12,"002-0009-00199",4,1.192792974,336.4919526,-37.5558767,175.4591274,336.4919526,27.5080474
"646",2020-10-16 17:09:11,"002-0009-00199",4,1.191753173,339.5375217,-37.5558874,175.4591265,339.5375217,24.4624783
"647",2020-10-16 17:09:10,"002-0009-00199",4,1.224319503,334.824843,-37.5558981,175.4591258,334.824843,29.175157
"648",2020-10-16 17:09:09,"002-0009-00199",9,1.290030371,341.7272214,-37.5559091,175.4591253,341.7272214,27.2727786
"649",2020-10-16 17:09:08,"002-0009-00199",17,1.378843144,355.0686223,-37.5559206,175.4591234,355.0686223,21.9313777
"650",2020-10-16 17:09:07,"002-0009-00199",14,1.259599685,351.6412979,-37.5559324,175.4591186,351.6412979,22.3587021
"651",2020-10-16 17:09:06,"002-0009-00199",6,1.279002063,344.140733,-37.5559434,175.4591152,344.140733,21.859267
"652",2020-10-16 17:09:05,"002-0009-00199",0,1.24580523,338.4591442,-37.5559548,175.4591133,338.4591442,21.5408558
"653",2020-10-16 17:09:04,"002-0009-00199",359,1.201411192,340.9537063,-37.555966,175.4591132,340.9537063,18.0462937
"654",2020-10-16 17:09:03,"002-0009-00199",359,1.32389841,343.6642009,-37.5559768,175.4591134,343.6642009,15.3357991
"655",2020-10-16 17:09:02,"002-0009-00199",358,0.72365003,343.6901465,-37.5559887,175.4591131,343.6901465,14.3098535
"656",2020-10-16 17:09:00,"002-0009-00199",1,1.29074639,336.6568628,-37.5560145,175.4591162,336.6568628,24.3431372
"657",2020-10-16 17:08:59,"002-0009-00199",2,1.268508846,336.858492,-37.5560261,175.4591158,336.858492,25.141508
"658",2020-10-16 17:08:58,"002-0009-00199",4,1.348756421,340.1346581,-37.5560375,175.4591154,340.1346581,23.8653419
"659",2020-10-16 17:08:57,"002-0009-00199",4,1.338931071,338.47517,-37.5560496,175.4591144,338.47517,25.52483
"660",2020-10-16 17:08:56,"002-0009-00199",2,1.301865268,333.2418155,-37.5560616,175.4591132,333.2418155,28.7581845
"661",2020-10-16 17:08:55,"002-0009-00199",7,1.876214948,338.3987276,-37.5560733,175.4591128,338.3987276,28.6012724
"662",2020-10-16 17:08:54,"002-0009-00199",4,1.339654233,342.1257582,-37.55609,175.4591098,342.1257582,21.8742418
"663",2020-10-16 17:08:53,"002-0009-00199",2,0.657730204,341.8402045,-37.556102,175.4591085,341.8402045,20.1597955
"664",2020-10-16 17:08:51,"002-0009-00199",5,1.366222559,344.6839101,-37.5561253,175.4591062,344.6839101,20.3160899
"665",2020-10-16 17:08:50,"002-0009-00199",3,1.452830449,344.8601142,-37.5561375,175.4591044,344.8601142,18.1398858
"666",2020-10-16 17:08:49,"002-0009-00199",358,1.434972844,342.7617407,-37.5561505,175.4591028,342.7617407,15.2382593
"667",2020-10-16 17:08:48,"002-0009-00199",359,0.639586684,335.4457635,-37.5561634,175.459103,335.4457635,23.5542365
"668",2020-10-16 17:08:46,"002-0009-00199",5,1.361820209,340.0853566,-37.5561749,175.4591031,340.0853566,24.9146434
"669",2020-10-16 17:08:45,"002-0009-00199",5,0.647665236,339.3595841,-37.5561988,175.4591007,339.3595841,25.6404159
"670",2020-10-16 17:08:43,"002-0009-00199",4,1.205178109,337.2266545,-37.5562219,175.4590981,337.2266545,26.7733455
"671",2020-10-16 17:08:42,"002-0009-00199",6,1.218652061,344.6694835,-37.5562327,175.459097,344.6694835,21.3305165
"672",2020-10-16 17:08:41,"002-0009-00199",2,1.345996117,343.0803758,-37.5562436,175.4590956,343.0803758,18.9196242
"673",2020-10-16 17:08:40,"002-0009-00199",4,1.316755585,345.0335572,-37.5562557,175.4590954,345.0335572,18.9664428
"674",2020-10-16 17:08:39,"002-0009-00199",3,1.160134447,341.321099,-37.5562675,175.4590942,341.321099,21.678901
"675",2020-10-16 17:08:38,"002-0009-00199",2,1.136216261,341.1209234,-37.5562779,175.4590932,341.1209234,20.8790766
"676",2020-10-16 17:08:37,"002-0009-00199",2,1.23665772,341.7112609,-37.5562881,175.4590925,341.7112609,20.2887391
"677",2020-10-16 17:08:36,"002-0009-00199",6,1.085944337,346.3147051,-37.5562992,175.4590917,346.3147051,19.6852949
"678",2020-10-16 17:08:35,"002-0009-00199",6,1.018639322,343.5213862,-37.5563089,175.4590903,343.5213862,22.4786138
"679",2020-10-16 17:08:34,"002-0009-00199",5,1.116504774,345.2617778,-37.556318,175.459089,345.2617778,19.7382222
"680",2020-10-16 17:08:33,"002-0009-00199",1,1.001416735,340.3431421,-37.556328,175.4590879,340.3431421,20.6568579
"681",2020-10-16 17:08:32,"002-0009-00199",3,0.54249034,350.1565601,-37.556337,175.4590876,350.1565601,12.8434399
"682",2020-10-16 17:08:30,"002-0009-00199",5,0.563105562,344.5106557,-37.5563556,175.4590853,344.5106557,20.4893443
"683",2020-10-16 17:08:28,"002-0009-00199",12,1.154040382,355.7230608,-37.5563744,175.4590828,355.7230608,16.2769392
"684",2020-10-16 17:08:27,"002-0009-00199",17,1.089913227,358.4120542,-37.5563845,175.4590798,358.4120542,18.5879458
"685",2020-10-16 17:08:26,"002-0009-00199",10,1.146805012,343.6624086,-37.5563938,175.4590759,343.6624086,26.3375914
"686",2020-10-16 17:08:25,"002-0009-00199",5,1.3174909,342.3397161,-37.556404,175.459074,342.3397161,22.6602839
"687",2020-10-16 17:08:24,"002-0009-00199",5,0.581667896,341.0577391,-37.5564158,175.4590727,341.0577391,23.9422609
"688",2020-10-16 17:08:22,"002-0009-00199",4,1.176374391,339.6947282,-37.5564262,175.4590713,339.6947282,24.3052718
"689",2020-10-16 17:08:21,"002-0009-00199",1,0.740149619,341.6218625,-37.5564484,175.4590688,341.6218625,19.3781375
"690",2020-10-16 17:08:19,"002-0009-00199",4,1.160134429,337.8739522,-37.5564732,175.459067,337.8739522,26.1260478
"691",2020-10-16 17:08:18,"002-0009-00199",6,1.108049441,337.5999893,-37.5564836,175.459066,337.5999893,28.4000107
"692",2020-10-16 17:08:17,"002-0009-00199",3,0.668307142,340.5067875,-37.5564935,175.4590646,340.5067875,22.4932125
"693",2020-10-16 17:08:15,"002-0009-00199",3,0.618595076,342.2190411,-37.5565174,175.4590629,342.2190411,20.7809589
"694",2020-10-16 17:08:13,"002-0009-00199",2,1.248880038,339.8356496,-37.5565285,175.459062,339.8356496,22.1643504
"695",2020-10-16 17:08:12,"002-0009-00199",1,1.259391269,342.3761026,-37.5565397,175.459061,342.3761026,18.6238974
"696",2020-10-16 16:05:38,"002-0008-00009",13,1.790136452,378.9662371,-37.5534451,175.459175,18.9662371,5.9662371
"697",2020-10-16 16:05:37,"002-0008-00009",9,1.242735822,366.8959566,-37.5534607,175.45917,6.89595659999998,2.10404340000002
"698",2020-10-16 16:05:36,"002-0008-00009",354,1.208517159,347.2208962,-37.5534716,175.4591669,347.2208962,6.77910379999997
"699",2020-10-16 16:05:35,"002-0008-00009",355,1.735386342,335.3789605,-37.5534824,175.4591684,335.3789605,19.6210395
"700",2020-10-16 16:05:34,"002-0008-00009",8,0.975983039,377.4833155,-37.553498,175.4591687,17.4833155,9.4833155
"701",2020-10-16 16:05:32,"002-0008-00009",6,1.31324355,365.1314546,-37.5535152,175.4591643,5.13145459999998,0.868545400000016
"702",2020-10-16 16:05:31,"002-0008-00009",0,1.701839215,340.9728902,-37.5535269,175.4591623,340.9728902,19.0271098
"703",2020-10-16 16:05:30,"002-0008-00009",12,1.248107229,20.51958408,-37.5535422,175.4591624,20.51958408,8.51958408
"704",2020-10-16 16:05:29,"002-0008-00009",5,0.929029792,363.3451136,-37.5535532,175.4591596,3.34511359999999,1.65488640000001
"705",2020-10-16 16:05:27,"002-0008-00009",355,1.124802506,345.7508776,-37.5535699,175.4591591,345.7508776,9.24912239999998
"706",2020-10-16 16:05:26,"002-0008-00009",2,1.168742295,354.1178156,-37.5535799,175.459161,354.1178156,7.88218440000003
"707",2020-10-16 16:05:25,"002-0008-00009",1,1.163336288,364.8461289,-37.5535904,175.4591605,4.8461289,3.8461289
"708",2020-10-16 16:05:24,"002-0008-00009",359,1.25692794,368.1137204,-37.5536008,175.4591591,8.11372039999998,9.11372039999998
"709",2020-10-16 16:05:23,"002-0008-00009",358,1.792184417,366.5707953,-37.5536121,175.459159,6.57079529999999,8.57079529999999
"710",2020-10-16 16:05:22,"002-0008-00009",358,0.884320987,364.6867359,-37.5536282,175.4591598,4.68673589999997,6.68673589999997
"711",2020-10-16 16:05:20,"002-0008-00009",357,1.248290706,362.7249783,-37.5536441,175.4591596,2.72497829999998,5.72497829999998
"712",2020-10-16 16:05:19,"002-0008-00009",3,0.561779628,365.6041894,-37.5536553,175.4591605,5.6041894,2.6041894
"713",2020-10-16 16:05:17,"002-0008-00009",4,1.25997584,365.6348596,-37.5536654,175.4591603,5.63485960000003,1.63485960000003
"714",2020-10-16 16:05:16,"002-0008-00009",359,1.136727747,363.235507,-37.5536767,175.4591593,3.23550699999998,4.23550699999998
"715",2020-10-16 16:05:15,"002-0008-00009",354,1.227353725,362.4327473,-37.5536869,175.4591585,2.43274730000002,8.43274730000002
"716",2020-10-16 16:05:14,"002-0008-00009",357,1.116505071,362.0383315,-37.5536979,175.4591596,2.03833150000003,5.03833150000003
"717",2020-10-16 16:05:13,"002-0008-00009",1,1.657347892,369.3320734,-37.5537079,175.4591607,9.33207340000001,8.33207340000001
"718",2020-10-16 16:05:12,"002-0008-00009",7,1.62931469,375.1330678,-37.5537228,175.4591608,15.1330678,8.13306779999999
"719",2020-10-16 16:05:11,"002-0008-00009",5,1.10623024,372.0935367,-37.5537374,175.4591593,12.0935367,7.09353670000002
"720",2020-10-16 16:05:10,"002-0008-00009",4,0.820956108,367.1923496,-37.5537473,175.4591581,7.1923496,3.1923496
"721",2020-10-16 16:05:08,"002-0008-00009",6,1.718021001,367.8211421,-37.553762,175.4591564,7.82114209999997,1.82114209999997
"722",2020-10-16 16:05:07,"002-0008-00009",2,1.202088228,369.2757814,-37.5537774,175.4591549,9.27578140000003,7.27578140000003
"723",2020-10-16 16:05:06,"002-0008-00009",355,1.135397705,363.6552602,-37.5537882,175.4591544,3.65526019999999,8.65526019999999
"724",2020-10-16 16:05:05,"002-0008-00009",352,1.199398189,357.391057,-37.5537984,175.4591549,357.391057,5.39105699999999
"725",2020-10-16 16:05:04,"002-0008-00009",0,0.873165284,367.5589048,-37.553809,175.4591574,7.55890479999999,7.55890479999999
"726",2020-10-16 16:05:02,"002-0008-00009",5,1.114525354,369.0625824,-37.5538247,175.4591575,9.0625824,4.0625824
"727",2020-10-16 16:05:01,"002-0008-00009",7,1.965545496,371.7523483,-37.5538347,175.4591567,11.7523483,4.75234829999999
"728",2020-10-16 16:05:00,"002-0008-00009",2,1.078965291,372.0876907,-37.5538523,175.4591547,12.0876907,10.0876907
"729",2020-10-16 16:04:59,"002-0008-00009",3,1.269974076,369.4120559,-37.553862,175.4591548,9.41205589999998,6.41205589999998
"730",2020-10-16 16:04:58,"002-0008-00009",357,1.123455802,364.9540661,-37.5538734,175.459154,4.95406609999998,7.95406609999998
"731",2020-10-16 16:04:57,"002-0008-00009",356,1.402849822,361.6862548,-37.5538835,175.4591539,1.68625479999997,5.68625479999997
"732",2020-10-16 16:04:56,"002-0008-00009",358,1.127586536,361.60532,-37.5538961,175.4591546,1.60532000000001,3.60532000000001
"733",2020-10-16 16:04:55,"002-0008-00009",358,1.058231388,361.6430149,-37.5539062,175.4591557,1.64301490000003,3.64301490000003
"734",2020-10-16 16:04:53,"002-0008-00009",5,1.679147236,373.0432441,-37.5539252,175.459157,13.0432441,8.04324409999998
"735",2020-10-16 16:04:51,"002-0008-00009",4,0.911222885,370.0769551,-37.5539552,175.4591527,10.0769551,6.07695510000002
"736",2020-10-16 16:04:49,"002-0008-00009",1,2.005926221,362.0730859,-37.5539715,175.4591506,2.07308590000002,1.07308590000002
"737",2020-10-16 16:04:48,"002-0008-00009",358,1.268295058,364.1161403,-37.5539895,175.4591492,4.11614029999998,6.11614029999998
"738",2020-10-16 16:04:47,"002-0008-00009",359,1.368240219,365.8115318,-37.5540009,175.4591489,5.81153180000001,6.81153180000001
"739",2020-10-16 16:04:46,"002-0008-00009",5,1.185459347,367.3828486,-37.5540132,175.4591487,7.38284859999999,2.38284859999999
"740",2020-10-16 16:04:45,"002-0008-00009",1,1.4128657,362.3251998,-37.5540238,175.4591473,2.32519980000001,1.32519980000001
"741",2020-10-16 16:04:44,"002-0008-00009",359,1.212532999,364.3846012,-37.5540365,175.459147,4.38460120000002,5.38460120000002
"742",2020-10-16 16:04:43,"002-0008-00009",359,2.035505948,368.2480572,-37.5540474,175.4591468,8.24805720000001,9.24805720000001
"743",2020-10-16 16:04:42,"002-0008-00009",359,1.158931781,368.518949,-37.5540657,175.4591468,8.51894900000002,9.51894900000002
"744",2020-10-16 16:04:41,"002-0008-00009",359,1.073692698,368.9534809,-37.5540761,175.459146,8.95348089999999,9.95348089999999
"745",2020-10-16 16:04:39,"002-0008-00009",354,1.157995354,363.6909669,-37.5540954,175.4591466,3.69096689999998,9.69096689999998
"746",2020-10-16 16:04:38,"002-0008-00009",357,1.368834729,364.7645172,-37.5541058,175.4591472,4.7645172,7.7645172
"747",2020-10-16 16:04:37,"002-0008-00009",356,1.239943025,361.6449904,-37.5541181,175.4591477,1.64499039999998,5.64499039999998
"748",2020-10-16 16:04:36,"002-0008-00009",1,1.957724226,363.9660012,-37.5541292,175.459149,3.96600119999999,2.96600119999999
"749",2020-10-16 16:04:35,"002-0008-00009",6,0.602251522,371.5245394,-37.5541468,175.4591488,11.5245394,5.52453939999998
"750",2020-10-16 16:04:33,"002-0008-00009",7,1.385555793,370.2939935,-37.5541576,175.4591478,10.2939935,3.2939935
"751",2020-10-16 16:04:32,"002-0008-00009",4,1.155399124,371.3159732,-37.55417,175.4591463,11.3159732,7.31597319999997
"752",2020-10-16 16:04:31,"002-0008-00009",359,0.901058399,369.3118278,-37.5541803,175.4591446,9.3118278,10.3118278
"753",2020-10-16 16:04:29,"002-0008-00009",357,1.145802543,359.8397873,-37.5541965,175.4591443,359.8397873,2.83978730000001
"754",2020-10-16 16:04:28,"002-0008-00009",0,1.824509055,367.5741143,-37.5542068,175.4591441,7.57411430000002,7.57411430000002
"755",2020-10-16 16:04:27,"002-0008-00009",5,1.10280858,21.27622082,-37.5542232,175.4591437,21.27622082,16.27622082
"756",2020-10-16 16:04:26,"002-0008-00009",7,1.104688097,343.1478106,-37.554233,175.4591418,343.1478106,23.8521894
"757",2020-10-16 16:04:25,"002-0008-00009",354,1.259975793,351.6318466,-37.5542429,175.4591408,351.6318466,2.36815339999998
"758",2020-10-16 16:04:24,"002-0008-00009",353,2.088993679,358.8384074,-37.5542542,175.4591418,358.8384074,5.83840739999999
"759",2020-10-16 16:04:23,"002-0008-00009",3,1.297930283,366.4652143,-37.5542729,175.459144,6.46521430000001,3.46521430000001
"760",2020-10-16 16:04:22,"002-0008-00009",359,1.346341487,361.6502163,-37.5542845,175.4591424,1.65021630000001,2.65021630000001
"761",2020-10-16 16:04:21,"002-0008-00009",355,1.462312976,355.39117,-37.5542966,175.459142,355.39117,0.391169999999988
"762",2020-10-16 16:04:20,"002-0008-00009",0,1.245898525,357.8080973,-37.5543097,175.4591434,357.8080973,2.19190270000001
"763",2020-10-16 16:04:19,"002-0008-00009",2,2.227103127,361.1773324,-37.5543209,175.4591436,1.17733240000001,0.822667599999988
"764",2020-10-16 16:04:18,"002-0008-00009",1,1.245805231,367.7751327,-37.5543409,175.4591424,7.77513269999997,6.77513269999997
"765",2020-10-16 16:04:17,"002-0008-00009",3,1.436187299,363.7482284,-37.5543521,175.4591423,3.74822840000002,0.748228400000016
"766",2020-10-16 16:04:16,"002-0008-00009",2,1.38104652,365.460839,-37.554365,175.4591416,5.46083900000002,3.46083900000002
"767",2020-10-16 16:04:15,"002-0008-00009",358,1.312777669,366.689816,-37.5543774,175.4591408,6.68981600000001,8.68981600000001
"768",2020-10-16 16:04:14,"002-0008-00009",358,1.490583736,368.4005604,-37.5543892,175.4591405,8.40056040000002,10.4005604
"769",2020-10-16 16:04:13,"002-0008-00009",1,0.634254434,365.6675489,-37.5544026,175.4591403,5.66754889999999,4.66754889999999
"770",2020-10-16 16:04:11,"002-0008-00009",0,2.246911604,358.7917058,-37.554414,175.4591399,358.7917058,1.20829420000001
"771",2020-10-16 16:04:10,"002-0008-00009",353,1.171467048,354.3519943,-37.5544342,175.4591401,354.3519943,1.3519943
"772",2020-10-16 16:04:09,"002-0008-00009",355,1.364293286,350.227898,-37.5544446,175.4591422,350.227898,4.77210200000002
"773",2020-10-16 16:04:08,"002-0008-00009",359,1.8578719,357.4196153,-37.5544568,175.4591438,357.4196153,1.58038470000002
"774",2020-10-16 16:04:07,"002-0008-00009",4,1.316078884,367.2669939,-37.5544735,175.4591434,7.26699389999999,3.26699389999999
"775",2020-10-16 16:04:06,"002-0008-00009",358,1.190972757,365.5237105,-37.5544853,175.4591423,5.52371049999999,7.52371049999999
"776",2020-10-16 16:04:05,"002-0008-00009",356,0.723850797,363.3163925,-37.554496,175.4591418,3.31639250000001,7.31639250000001
"777",2020-10-16 16:04:03,"002-0008-00009",356,1.282168323,361.7219172,-37.554509,175.4591426,1.72191720000001,5.72191720000001
"778",2020-10-16 16:04:02,"002-0008-00009",356,1.016402678,360.9105674,-37.5545337,175.4591442,0.910567399999991,4.91056739999999
"779",2020-10-16 16:04:00,"002-0008-00009",2,1.368579964,360.6144761,-37.5545519,175.4591463,0.61447609999999,1.38552390000001
"780",2020-10-16 16:03:59,"002-0008-00009",2,0.640116496,364.6216033,-37.5545642,175.4591459,4.6216033,2.6216033
"781",2020-10-16 16:03:57,"002-0008-00009",0,1.357118161,369.7965249,-37.5545757,175.4591453,9.79652490000001,9.79652490000001
"782",2020-10-16 16:03:56,"002-0008-00009",0,1.937399865,366.3280681,-37.5545879,175.4591451,6.3280681,6.3280681
"783",2020-10-16 16:03:55,"002-0008-00009",1,1.981475418,364.1690346,-37.5546053,175.4591441,4.16903459999997,3.16903459999997
"784",2020-10-16 16:03:54,"002-0008-00009",3,0.647665343,373.4139606,-37.5546231,175.4591432,13.4139606,10.4139606
"785",2020-10-16 16:03:52,"002-0008-00009",358,0.906565878,368.069279,-37.5546478,175.4591408,8.06927899999999,10.069279
"786",2020-10-16 16:03:50,"002-0008-00009",0,1.772252673,365.5753474,-37.5546641,175.459141,5.5753474,5.5753474
"787",2020-10-16 16:03:49,"002-0008-00009",12,0.475316183,354.4468258,-37.55468,175.4591397,354.4468258,17.5531742
"788",2020-10-16 16:03:47,"002-0008-00009",351,0.088983867,279.9971896,-37.554688,175.4591359,279.9971896,71.0028104
"789",2020-10-16 16:03:46,"002-0008-00009",347,0.485466424,278.4521351,-37.5546888,175.4591359,278.4521351,68.5478649
"790",2020-10-16 16:03:45,"002-0008-00009",345,1.073894822,314.1534951,-37.554693,175.4591374,314.1534951,30.8465049
"791",2020-10-16 16:03:44,"002-0008-00009",2,0.980760081,360.4145283,-37.5547022,175.4591411,0.414528299999972,1.58547170000003
"792",2020-10-16 16:03:42,"002-0008-00009",358,1.891419319,355.2662142,-37.5547198,175.4591397,355.2662142,2.73378580000002
"793",2020-10-16 16:03:41,"002-0008-00009",354,1.397488138,358.0843568,-37.5547368,175.4591402,358.0843568,4.08435680000002
"794",2020-10-16 16:03:40,"002-0008-00009",1,1.16844389,364.0551114,-37.5547493,175.4591418,4.05511139999999,3.05511139999999
"795",2020-10-16 16:03:39,"002-0008-00009",10,1.174373642,369.7039808,-37.5547598,175.4591422,9.70398080000001,0.296019199999989
"796",2020-10-16 16:03:38,"002-0008-00009",11,0.419106224,346.4199888,-37.5547702,175.4591399,346.4199888,24.5800112
"797",2020-10-16 16:03:37,"002-0008-00009",6,0.050821557,323.383509,-37.5547739,175.459139,323.383509,42.616491
"798",2020-10-16 16:03:35,"002-0008-00009",6,0.008802573,316.390346,-37.5547748,175.4591392,316.390346,49.609654
"799",2020-10-16 16:03:34,"002-0008-00009",6,0.036925405,317.0857399,-37.5547748,175.4591393,317.0857399,48.9142601
"800",2020-10-16 16:03:33,"002-0008-00009",6,0.164434605,317.5775569,-37.5547747,175.4591397,317.5775569,48.4224431
"801",2020-10-16 16:03:32,"002-0008-00009",11,0.541419789,322.4230152,-37.5547761,175.4591403,322.4230152,48.5769848
"802",2020-10-16 16:03:31,"002-0008-00009",2,0.700803235,329.0551092,-37.5547808,175.4591387,329.0551092,32.9448908
"803",2020-10-16 16:03:30,"002-0008-00009",7,1.12621124,328.3374052,-37.5547871,175.4591388,328.3374052,38.6625948
"804",2020-10-16 16:03:29,"002-0008-00009",356,0.445006402,331.5971441,-37.5547972,175.4591397,331.5971441,24.4028559
"805",2020-10-16 16:03:27,"002-0008-00009",351,0.980585351,341.4644277,-37.5548052,175.4591395,341.4644277,9.53557230000001
"806",2020-10-16 16:03:26,"002-0008-00009",4,0.542490463,372.0567627,-37.5548228,175.459142,12.0567627,8.05676269999998
"807",2020-10-16 16:03:24,"002-0008-00009",359,1.34634148,359.9050344,-37.5548325,175.4591407,359.9050344,0.905034399999977
"808",2020-10-16 16:03:23,"002-0008-00009",342,0.642767213,341.2097522,-37.5548446,175.4591403,341.2097522,0.790247799999975
"809",2020-10-16 16:03:22,"002-0008-00009",3,0.726415344,347.4992397,-37.55485,175.4591429,347.4992397,15.5007603
"810",2020-10-16 16:03:21,"002-0008-00009",359,0.882279743,348.7760907,-37.5548565,175.4591421,348.7760907,10.2239093
"811",2020-10-16 16:03:19,"002-0008-00009",6,1.525071118,368.7413567,-37.5548723,175.4591403,8.74135669999998,2.74135669999998
"812",2020-10-16 16:03:18,"002-0008-00009",355,0.75184558,354.3822791,-37.5548859,175.4591381,354.3822791,0.617720899999995
"813",2020-10-16 16:03:16,"002-0008-00009",3,1.647354318,359.0529948,-37.5548994,175.459139,359.0529948,3.94700519999998
"814",2020-10-16 16:03:15,"002-0008-00009",358,1.124662132,352.0985676,-37.5549142,175.4591383,352.0985676,5.90143239999998
"815",2020-10-16 16:03:14,"002-0008-00009",350,1.213657903,351.9522302,-37.5549243,175.4591377,351.9522302,1.95223019999997
"816",2020-10-16 16:03:13,"002-0008-00009",358,1.813131754,357.5643884,-37.554935,175.4591404,357.5643884,0.435611600000016
"817",2020-10-16 16:03:12,"002-0008-00009",1,0.913368653,369.2755851,-37.5549513,175.4591406,9.2755851,8.2755851
"818",2020-10-16 16:03:10,"002-0008-00009",0,1.357460688,367.1084595,-37.5549677,175.4591395,7.10845949999998,7.10845949999998
"819",2020-10-16 16:03:09,"002-0008-00009",1,1.201282199,365.6252152,-37.5549799,175.4591391,5.62521520000001,4.62521520000001
"820",2020-10-16 16:03:08,"002-0008-00009",3,1.358031375,360.6909866,-37.5549907,175.4591391,0.690986599999974,2.30901340000003
"821",2020-10-16 16:03:07,"002-0008-00009",357,1.257667475,362.5485791,-37.5550029,175.4591385,2.54857909999998,5.54857909999998
"822",2020-10-16 16:03:06,"002-0008-00009",355,1.392155118,362.3277388,-37.5550142,175.459139,2.32773880000002,7.32773880000002
"823",2020-10-16 16:03:05,"002-0008-00009",355,0.958852044,359.7266261,-37.5550267,175.4591398,359.7266261,4.72662609999998
"824",2020-10-16 16:03:03,"002-0008-00009",1,1.298523027,366.0454659,-37.5550561,175.4591418,6.04546590000001,5.04546590000001
"825",2020-10-16 16:03:01,"002-0008-00009",4,1.485237534,368.9695573,-37.5550794,175.4591399,8.96955730000002,4.96955730000002
"826",2020-10-16 16:03:00,"002-0008-00009",0,1.335483444,365.7397024,-37.5550927,175.4591384,5.7397024,5.7397024
"827",2020-10-16 16:02:59,"002-0008-00009",357,1.107296793,361.9909072,-37.5551047,175.4591379,1.99090719999998,4.99090719999998
"828",2020-10-16 16:02:57,"002-0008-00009",356,1.258406572,358.133225,-37.5551246,175.4591387,358.133225,2.13322499999998
"829",2020-10-16 16:02:56,"002-0008-00009",355,1.369513815,364.1228777,-37.5551359,175.4591394,4.1228777,9.1228777
"830",2020-10-16 16:02:55,"002-0008-00009",356,1.99295892,366.3564881,-37.5551482,175.4591401,6.35648809999998,10.3564881
"831",2020-10-16 16:02:54,"002-0008-00009",2,1.063784735,369.1534589,-37.5551661,175.4591411,9.15345889999998,7.15345889999998
